ID	adj.P.Val	P.Value	F	Gene.symbol	Gene.title
A_23_P114105	2.87e-01	2.61e-01	1.35	LDOC1	leucine zipper down-regulated in cancer 1
A_23_P4798	2.87e-01	2.61e-01	1.35	ZNF581	zinc finger protein 581
A_24_P356721	2.87e-01	2.61e-01	1.35	RPL18	ribosomal protein L18
A_32_P20613	2.88e-01	2.62e-01	1.35		
A_32_P78904	2.88e-01	2.62e-01	1.35	STRN	striatin
A_24_P376441	2.88e-01	2.62e-01	1.35	TAF5L	TATA-box binding protein associated factor 5 like
A_24_P477048	2.88e-01	2.62e-01	1.35		
A_24_P922005	2.88e-01	2.62e-01	1.35		
A_23_P150403	2.89e-01	2.62e-01	1.35	VPS11	VPS11, CORVET/HOPS core subunit
A_23_P209731	2.89e-01	2.62e-01	1.35	ARMC9	armadillo repeat containing 9
A_23_P4036	2.89e-01	2.63e-01	1.35	TEX2	testis expressed 2
A_23_P388900	2.89e-01	2.63e-01	1.35	SLC22A15	solute carrier family 22 member 15
A_23_P85932	2.89e-01	2.63e-01	1.35	LOC100506571	uncharacterized LOC100506571
A_23_P354827	2.89e-01	2.63e-01	1.35	ZNF550	zinc finger protein 550
A_32_P184039	2.89e-01	2.63e-01	1.35		
A_23_P253221	2.89e-01	2.63e-01	1.35	ARHGEF4	Rho guanine nucleotide exchange factor 4
A_23_P51361	2.89e-01	2.63e-01	1.35	TXLNA	taxilin alpha
A_23_P80694	2.90e-01	2.63e-01	1.34	ACTR8	ARP8 actin-related protein 8 homolog
A_23_P47642	2.90e-01	2.64e-01	1.34	PARVA	parvin alpha
A_32_P88317	2.90e-01	2.64e-01	1.34		
A_23_P107693	2.90e-01	2.64e-01	1.34	ZNF586	zinc finger protein 586
A_32_P41203	2.90e-01	2.64e-01	1.34		
A_24_P407930	2.90e-01	2.64e-01	1.34	SEH1L	SEH1 like nucleoporin
A_24_P934455	2.90e-01	2.64e-01	1.34	HIP1	huntingtin interacting protein 1
A_24_P592871	2.90e-01	2.64e-01	1.34		
A_23_P418204	2.91e-01	2.64e-01	1.34	ZNF251	zinc finger protein 251
A_23_P159382	2.91e-01	2.64e-01	1.34	SEC24D	SEC24 homolog D, COPII coat complex component
A_23_P100642	2.91e-01	2.64e-01	1.34	PNMT	phenylethanolamine N-methyltransferase
A_24_P867342	2.91e-01	2.64e-01	1.34	AFMID	arylformamidase
A_32_P191735	2.91e-01	2.64e-01	1.34		
A_32_P327810	2.91e-01	2.65e-01	1.34	NUP50	nucleoporin 50
A_23_P25888	2.91e-01	2.65e-01	1.34	FRMD6	FERM domain containing 6
A_24_P222591	2.91e-01	2.65e-01	1.34	UBXN2B	UBX domain protein 2B
A_23_P80718	2.91e-01	2.65e-01	1.34	SYNPR	synaptoporin
A_23_P166431	2.91e-01	2.65e-01	1.34	C22orf24	chromosome 22 open reading frame 24
A_23_P17190	2.91e-01	2.65e-01	1.34	KLHL41	kelch like family member 41
A_23_P98532	2.91e-01	2.65e-01	1.34	ZDHHC5	zinc finger DHHC-type containing 5
A_24_P78556	2.91e-01	2.65e-01	1.34	RASSF8	Ras association domain family member 8
A_23_P380857	2.91e-01	2.65e-01	1.34	APOL4	apolipoprotein L4
A_32_P12065	2.92e-01	2.66e-01	1.34		
A_24_P826858	2.92e-01	2.66e-01	1.34		
A_23_P323094	2.92e-01	2.66e-01	1.34	PHC1	polyhomeotic homolog 1
A_32_P440095	2.92e-01	2.66e-01	1.34	TOB2P1	transducer of ERBB2, 2 pseudogene 1
A_23_P115011	2.92e-01	2.66e-01	1.34	ADAMTSL4	ADAMTS like 4
A_24_P247902	2.92e-01	2.66e-01	1.33	PCLO	piccolo presynaptic cytomatrix protein
A_24_P374918	2.93e-01	2.66e-01	1.33		
A_32_P29703	2.93e-01	2.67e-01	1.33	ABCA17P	ATP binding cassette subfamily A member 17, pseudogene
A_23_P106433	2.93e-01	2.67e-01	1.33	RCCD1	RCC1 domain containing 1
A_23_P388762	2.93e-01	2.67e-01	1.33	GPR107	G protein-coupled receptor 107
A_23_P12730	2.93e-01	2.67e-01	1.33	CSTF2T	cleavage stimulation factor subunit 2, tau variant
A_23_P80409	2.93e-01	2.67e-01	1.33	WDR48	WD repeat domain 48
A_32_P11786	2.94e-01	2.67e-01	1.33	SRSF6	serine and arginine rich splicing factor 6
A_32_P162862	2.94e-01	2.68e-01	1.33		
A_24_P698141	2.94e-01	2.68e-01	1.33	LOC344967	acyl-CoA thioesterase 7 pseudogene
A_32_P34444	2.94e-01	2.68e-01	1.33	FHOD3	formin homology 2 domain containing 3
A_24_P146670	2.94e-01	2.68e-01	1.33	SLK	STE20 like kinase
A_24_P153003	2.94e-01	2.68e-01	1.33		
A_24_P132624	2.94e-01	2.68e-01	1.33	NIPSNAP3B	nipsnap homolog 3B
A_23_P207414	2.95e-01	2.68e-01	1.33	PTGES3L-AARSD1	PTGES3L-AARSD1 readthrough
A_24_P213494	2.95e-01	2.68e-01	1.33	PTPRE	protein tyrosine phosphatase, receptor type E
A_24_P920090	2.95e-01	2.69e-01	1.32	NR5A2	nuclear receptor subfamily 5 group A member 2
A_32_P95852	2.95e-01	2.69e-01	1.32	GRAMD2	GRAM domain containing 2
A_24_P306585	2.95e-01	2.69e-01	1.32		
A_32_P163594	2.95e-01	2.69e-01	1.32		
A_24_P38387	2.95e-01	2.69e-01	1.32	NDRG1	N-myc downstream regulated 1
A_23_P128759	2.95e-01	2.69e-01	1.32	SERPINA10	serpin family A member 10
A_23_P88971	2.95e-01	2.69e-01	1.32	CLN3	CLN3, battenin
A_23_P4561	2.95e-01	2.69e-01	1.32	SERPINB8	serpin family B member 8
A_23_P43690	2.95e-01	2.69e-01	1.32	BNC2	basonuclin 2
A_24_P241792	2.95e-01	2.69e-01	1.32	ZNF160	zinc finger protein 160
A_32_P7204	2.95e-01	2.69e-01	1.32	RAB28	RAB28, member RAS oncogene family
A_23_P134744	2.95e-01	2.69e-01	1.32	RNF122	ring finger protein 122
A_23_P156017	2.96e-01	2.69e-01	1.32	GOLPH3	golgi phosphoprotein 3
A_24_P133017	2.96e-01	2.69e-01	1.32	TMEM25	transmembrane protein 25
A_24_P156769	2.96e-01	2.70e-01	1.32	MPL	MPL proto-oncogene, thrombopoietin receptor
A_24_P321125	2.96e-01	2.70e-01	1.32	LRRC18	leucine rich repeat containing 18
A_24_P938313	2.96e-01	2.70e-01	1.32	FHIT	fragile histidine triad
A_32_P34365	2.96e-01	2.70e-01	1.32		
A_23_P85893	2.96e-01	2.70e-01	1.32	GLMP	glycosylated lysosomal membrane protein
A_23_P372860	2.96e-01	2.70e-01	1.32	HIST1H2AC	histone cluster 1, H2ac
A_23_P425304	2.96e-01	2.70e-01	1.32	SUFU	SUFU negative regulator of hedgehog signaling
A_24_P205120	2.96e-01	2.70e-01	1.32	SPG7	SPG7, paraplegin matrix AAA peptidase subunit
A_24_P264031	2.96e-01	2.70e-01	1.32	LINC00893	long intergenic non-protein coding RNA 893
A_32_P183918	2.96e-01	2.70e-01	1.32	SERPINB9P1	serpin family B member 9 pseudogene 1
A_24_P100742	2.96e-01	2.70e-01	1.32	ADD1	adducin 1
A_23_P421306	2.96e-01	2.70e-01	1.32	SYT12	synaptotagmin 12
A_24_P941866	2.97e-01	2.70e-01	1.32	C5orf56	chromosome 5 open reading frame 56
A_32_P110433	2.97e-01	2.71e-01	1.32	CYP20A1	cytochrome P450 family 20 subfamily A member 1
A_24_P77826	2.97e-01	2.71e-01	1.32		
A_24_P73389	2.97e-01	2.71e-01	1.32	STK24	serine/threonine kinase 24
A_23_P10182	2.97e-01	2.71e-01	1.32	ACOX2	acyl-CoA oxidase 2
A_23_P424305	2.97e-01	2.71e-01	1.32	BOLA2-SMG1P6	BOLA2-SMG1P6 readthrough
A_23_P300781	2.98e-01	2.71e-01	1.31	CNOT4	CCR4-NOT transcription complex subunit 4
A_24_P230691	2.98e-01	2.71e-01	1.31	KIF13A	kinesin family member 13A
A_23_P97423	2.98e-01	2.72e-01	1.31	UBE2Q1	ubiquitin conjugating enzyme E2 Q1
A_23_P59045	2.98e-01	2.72e-01	1.31	HIST1H2AE	histone cluster 1, H2ae
A_32_P169679	2.98e-01	2.72e-01	1.31	LCORL	ligand dependent nuclear receptor corepressor like
A_24_P409126	2.98e-01	2.72e-01	1.31	FNDC3A	fibronectin type III domain containing 3A
A_32_P110550	2.98e-01	2.72e-01	1.31		
A_24_P54253	2.98e-01	2.72e-01	1.31	PARS2	prolyl-tRNA synthetase 2, mitochondrial (putative)
A_23_P51215	2.98e-01	2.72e-01	1.31	MYOM3	myomesin 3
A_24_P232856	2.98e-01	2.72e-01	1.31	RPL9	ribosomal protein L9
A_24_P834646	2.98e-01	2.72e-01	1.31		
A_32_P49999	2.98e-01	2.72e-01	1.31		
A_23_P115699	2.98e-01	2.72e-01	1.31	PSD	pleckstrin and Sec7 domain containing
A_32_P66020	2.98e-01	2.72e-01	1.31	SNX29	sorting nexin 29
A_24_P13533	2.99e-01	2.72e-01	1.31	LRR1	leucine rich repeat protein 1
A_24_P60441	2.99e-01	2.72e-01	1.31	EVC	EvC ciliary complex subunit 1
A_24_P409361	2.99e-01	2.73e-01	1.31		
A_24_P921144	2.99e-01	2.73e-01	1.31	NUFIP2	NUFIP2, FMR1 interacting protein 2
A_23_P332536	3.00e-01	2.73e-01	1.31	PDGFRA	platelet derived growth factor receptor alpha
A_24_P325107	3.00e-01	2.74e-01	1.31	FAM160B1	family with sequence similarity 160 member B1
A_23_P379475	3.00e-01	2.74e-01	1.31	DHCR24	24-dehydrocholesterol reductase
A_23_P35667	3.00e-01	2.74e-01	1.31	IKZF5	IKAROS family zinc finger 5
A_24_P230248	3.00e-01	2.74e-01	1.31		
A_23_P371885	3.00e-01	2.74e-01	1.30	ARL17A	ADP ribosylation factor like GTPase 17A
A_23_P45409	3.00e-01	2.74e-01	1.30	UPF3B	UPF3 regulator of nonsense transcripts homolog B (yeast)
A_23_P359630	3.00e-01	2.74e-01	1.30	PLGLB1	plasminogen-like B1
A_24_P183264	3.00e-01	2.74e-01	1.30	BTF3	basic transcription factor 3
A_23_P251965	3.00e-01	2.74e-01	1.30	ZNF273	zinc finger protein 273
A_23_P47497	3.00e-01	2.74e-01	1.30	MRPL16	mitochondrial ribosomal protein L16
A_23_P23584	3.00e-01	2.74e-01	1.30	CTNNBIP1	catenin beta interacting protein 1
A_24_P742954	3.01e-01	2.74e-01	1.30		
A_24_P299507	3.01e-01	2.75e-01	1.30	REST	RE1 silencing transcription factor
A_32_P198325	3.01e-01	2.75e-01	1.30	LRRC75B	leucine rich repeat containing 75B
A_24_P813730	3.01e-01	2.75e-01	1.30		
A_23_P40896	3.01e-01	2.75e-01	1.30	SLC25A36	solute carrier family 25 member 36
A_23_P218863	3.01e-01	2.75e-01	1.30	PBRM1	polybromo 1
A_23_P329212	3.01e-01	2.75e-01	1.30	ETS1	ETS proto-oncogene 1, transcription factor
A_32_P204795	3.01e-01	2.75e-01	1.30	ZNF667-AS1	ZNF667 antisense RNA 1 (head to head)
A_24_P51588	3.02e-01	2.75e-01	1.30	CCNL2	cyclin L2
A_23_P363826	3.02e-01	2.75e-01	1.30	FBXO3	F-box protein 3
A_32_P36404	3.02e-01	2.75e-01	1.30	PTPRT	protein tyrosine phosphatase, receptor type T
A_32_P357301	3.02e-01	2.75e-01	1.30	PPHLN1	periphilin 1
A_32_P341723	3.02e-01	2.75e-01	1.30	GSTO2	glutathione S-transferase omega 2
A_23_P68338	3.02e-01	2.76e-01	1.30	TMEM169	transmembrane protein 169
A_24_P933138	3.02e-01	2.76e-01	1.30	RBM4	RNA binding motif protein 4
A_24_P920994	3.02e-01	2.76e-01	1.30	PGLS	6-phosphogluconolactonase
A_23_P363426	3.02e-01	2.76e-01	1.30	SRSF8	serine and arginine rich splicing factor 8
A_32_P85279	3.02e-01	2.76e-01	1.30	LOC100287590	uncharacterized LOC100287590
A_23_P210164	3.02e-01	2.76e-01	1.30	HOXD8	homeobox D8
A_23_P402194	3.03e-01	2.76e-01	1.30	BHLHE22	basic helix-loop-helix family member e22
A_24_P264383	3.03e-01	2.76e-01	1.30		
A_24_P374244	3.03e-01	2.77e-01	1.29	GATA1	GATA binding protein 1
A_23_P116694	3.03e-01	2.77e-01	1.29	RPS26	ribosomal protein S26
A_24_P373885	3.03e-01	2.77e-01	1.29	C19orf25	chromosome 19 open reading frame 25
A_32_P35759	3.03e-01	2.77e-01	1.29		
A_23_P388798	3.03e-01	2.77e-01	1.29	SMCR5	Smith-Magenis syndrome chromosome region, candidate 5 (non-protein coding)
A_23_P54649	3.03e-01	2.77e-01	1.29	TRADD	TNFRSF1A associated via death domain
A_24_P221668	3.03e-01	2.77e-01	1.29		
A_24_P652537	3.03e-01	2.77e-01	1.29	SRD5A3-AS1	SRD5A3 antisense RNA 1
A_23_P115460	3.03e-01	2.77e-01	1.29	RPL22	ribosomal protein L22
A_24_P753476	3.03e-01	2.77e-01	1.29	GAS2L1P2	growth arrest specific 2 like 1 pseudogene 2
A_32_P182511	3.04e-01	2.77e-01	1.29	TLDC1	TBC/LysM-associated domain containing 1
A_23_P20484	3.04e-01	2.77e-01	1.29	FGL1	fibrinogen like 1
A_23_P212554	3.04e-01	2.77e-01	1.29	TBL1XR1	transducin (beta)-like 1 X-linked receptor 1
A_24_P92844	3.04e-01	2.77e-01	1.29		
A_32_P182388	3.04e-01	2.77e-01	1.29	ZNF77	zinc finger protein 77
A_23_P339582	3.04e-01	2.78e-01	1.29	CXorf38	chromosome X open reading frame 38
A_23_P113803	3.04e-01	2.78e-01	1.29	KATNA1	katanin catalytic subunit A1
A_32_P23854	3.04e-01	2.78e-01	1.29	DENND1A	DENN domain containing 1A
A_23_P215625	3.04e-01	2.78e-01	1.29	ADAM22	ADAM metallopeptidase domain 22
A_32_P161140	3.04e-01	2.78e-01	1.29		
A_23_P22557	3.04e-01	2.78e-01	1.29	MAP7D3	MAP7 domain containing 3
A_32_P8806	3.04e-01	2.78e-01	1.29	SBNO1	strawberry notch homolog 1
A_24_P391918	3.04e-01	2.78e-01	1.29	L3MBTL4	l(3)mbt-like 4 (Drosophila)
A_23_P374902	3.04e-01	2.78e-01	1.29	CLDND2	claudin domain containing 2
A_23_P11262	3.04e-01	2.78e-01	1.29	F8A1	coagulation factor VIII-associated 1
A_24_P98277	3.05e-01	2.79e-01	1.29	GOLGA7	golgin A7
A_32_P107876	3.05e-01	2.79e-01	1.29	FRAS1	Fraser extracellular matrix complex subunit 1
A_23_P99386	3.05e-01	2.79e-01	1.29	TNFSF11	tumor necrosis factor superfamily member 11
A_23_P139376	3.05e-01	2.79e-01	1.29	RPS3	ribosomal protein S3
A_24_P261760	3.05e-01	2.79e-01	1.29	KLRG1	killer cell lectin like receptor G1
A_23_P59388	3.06e-01	2.79e-01	1.29	DST	dystonin
A_23_P45059	3.06e-01	2.79e-01	1.29	DOCK1	dedicator of cytokinesis 1
A_32_P64016	3.06e-01	2.79e-01	1.28	SNX29P2	sorting nexin 29 pseudogene 2
A_24_P161733	3.06e-01	2.80e-01	1.28		
A_24_P206848	3.06e-01	2.80e-01	1.28	HNRNPUL2	heterogeneous nuclear ribonucleoprotein U like 2
A_23_P9144	3.06e-01	2.80e-01	1.28	UHRF2	ubiquitin like with PHD and ring finger domains 2
A_23_P79599	3.06e-01	2.80e-01	1.28	TMEM18	transmembrane protein 18
A_23_P101240	3.06e-01	2.80e-01	1.28	VSIG10L	V-set and immunoglobulin domain containing 10 like
A_23_P107412	3.07e-01	2.80e-01	1.28	P4HB	prolyl 4-hydroxylase subunit beta
A_23_P203601	3.07e-01	2.81e-01	1.28	UCP3	uncoupling protein 3
A_24_P913900	3.07e-01	2.81e-01	1.28	SLC8A1	solute carrier family 8 member A1
A_24_P650893	3.07e-01	2.81e-01	1.28		
A_24_P210406	3.07e-01	2.81e-01	1.28	KLF5	Kruppel like factor 5
A_23_P127642	3.07e-01	2.81e-01	1.28	ARHGEF12	Rho guanine nucleotide exchange factor 12
A_24_P205307	3.07e-01	2.81e-01	1.28		
A_24_P928038	3.08e-01	2.81e-01	1.28	IDE	insulin degrading enzyme
A_24_P3704	3.08e-01	2.81e-01	1.28	GTF2H2B	general transcription factor IIH subunit 2B (pseudogene)
A_23_P50638	3.08e-01	2.81e-01	1.28	LRG1	leucine rich alpha-2-glycoprotein 1
A_23_P252928	3.08e-01	2.81e-01	1.28	MAGEA12	MAGE family member A12
A_23_P78493	3.08e-01	2.81e-01	1.28	VN1R1	vomeronasal 1 receptor 1
A_23_P142475	3.08e-01	2.82e-01	1.28	RPS28	ribosomal protein S28
A_23_P325891	3.08e-01	2.82e-01	1.28	GAPVD1	GTPase activating protein and VPS9 domains 1
A_23_P152992	3.09e-01	2.82e-01	1.28	TMC8	transmembrane channel like 8
A_23_P328621	3.09e-01	2.82e-01	1.28	UBQLNL	ubiquilin-like
A_24_P510377	3.09e-01	2.82e-01	1.27	KLF17	Kruppel like factor 17
A_23_P136196	3.09e-01	2.82e-01	1.27	TBC1D19	TBC1 domain family member 19
A_24_P333234	3.09e-01	2.83e-01	1.27		
A_24_P174063	3.09e-01	2.83e-01	1.27		
A_32_P169831	3.09e-01	2.83e-01	1.27		
A_23_P149476	3.09e-01	2.83e-01	1.27	EFCAB2	EF-hand calcium binding domain 2
A_32_P85684	3.09e-01	2.83e-01	1.27		
A_24_P222291	3.09e-01	2.83e-01	1.27	ABCC4	ATP binding cassette subfamily C member 4
A_23_P211047	3.09e-01	2.83e-01	1.27	BACH1	BTB domain and CNC homolog 1
A_24_P170496	3.09e-01	2.83e-01	1.27		
A_23_P359111	3.09e-01	2.83e-01	1.27	SERBP1	SERPINE1 mRNA binding protein 1
A_23_P423457	3.09e-01	2.83e-01	1.27	SERINC5	serine incorporator 5
A_23_P218988	3.09e-01	2.83e-01	1.27	SLC30A5	solute carrier family 30 member 5
A_24_P348208	3.10e-01	2.83e-01	1.27	ZNF562	zinc finger protein 562
A_24_P932632	3.10e-01	2.83e-01	1.27		
A_24_P115450	3.10e-01	2.83e-01	1.27	BIN3	bridging integrator 3
A_23_P152651	3.10e-01	2.83e-01	1.27	DDX42	DEAD-box helicase 42
A_24_P332651	3.10e-01	2.83e-01	1.27		
A_23_P390528	3.10e-01	2.83e-01	1.27	DUSP8	dual specificity phosphatase 8
A_23_P160273	3.10e-01	2.83e-01	1.27	LRRC7	leucine rich repeat containing 7
A_23_P384072	3.10e-01	2.84e-01	1.27	EPN1	epsin 1
A_32_P165112	3.10e-01	2.84e-01	1.27	WDR92	WD repeat domain 92
A_32_P210031	3.10e-01	2.84e-01	1.27		
A_23_P416434	3.10e-01	2.84e-01	1.27	JADE2	jade family PHD finger 2
A_23_P363163	3.10e-01	2.84e-01	1.27	CGGBP1	CGG triplet repeat binding protein 1
A_24_P152325	3.10e-01	2.84e-01	1.27		
A_24_P280333	3.10e-01	2.84e-01	1.27	KRT40	keratin 40
A_24_P346388	3.10e-01	2.84e-01	1.27	MIOS	meiosis regulator for oocyte development
A_23_P217820	3.10e-01	2.84e-01	1.27	DHCR24	24-dehydrocholesterol reductase
A_23_P78158	3.10e-01	2.84e-01	1.27	RABEP1	rabaptin, RAB GTPase binding effector protein 1
A_24_P920730	3.11e-01	2.84e-01	1.27	GDPD1	glycerophosphodiester phosphodiesterase domain containing 1
A_32_P199767	3.11e-01	2.84e-01	1.27	ZNF630	zinc finger protein 630
A_24_P297302	3.11e-01	2.84e-01	1.27		
A_24_P27644	3.11e-01	2.84e-01	1.27		
A_23_P130585	3.11e-01	2.85e-01	1.27	CIB3	calcium and integrin binding family member 3
A_32_P110872	3.11e-01	2.85e-01	1.27	GGACT	gamma-glutamylamine cyclotransferase
A_23_P113382	3.11e-01	2.85e-01	1.27	GRIP1	glutamate receptor interacting protein 1
A_24_P109176	3.11e-01	2.85e-01	1.27	ZC3H12D	zinc finger CCCH-type containing 12D
A_24_P332806	3.12e-01	2.85e-01	1.26	INPP5B	inositol polyphosphate-5-phosphatase B
A_23_P76718	3.12e-01	2.85e-01	1.26	NEK3	NIMA related kinase 3
A_23_P59677	3.12e-01	2.85e-01	1.26	RINT1	RAD50 interactor 1
A_24_P945408	3.12e-01	2.85e-01	1.26	ARMC9	armadillo repeat containing 9
A_24_P64781	3.12e-01	2.85e-01	1.26	KITLG	KIT ligand
A_32_P748131	3.12e-01	2.86e-01	1.26	ZFP82	ZFP82 zinc finger protein
A_24_P390403	3.12e-01	2.86e-01	1.26	RTF1	RTF1 homolog, Paf1/RNA polymerase II complex component
A_23_P368278	3.12e-01	2.86e-01	1.26	FCHSD2	FCH and double SH3 domains 2
A_24_P49800	3.12e-01	2.86e-01	1.26		
A_23_P13866	3.12e-01	2.86e-01	1.26	SYT10	synaptotagmin 10
A_23_P120822	3.12e-01	2.86e-01	1.26	UPB1	beta-ureidopropionase 1
A_23_P143964	3.13e-01	2.87e-01	1.26	SH3BP5	SH3 domain binding protein 5
A_23_P135061	3.13e-01	2.87e-01	1.26	CORO2A	coronin 2A
A_23_P157875	3.13e-01	2.87e-01	1.26	FCN1	ficolin 1
A_32_P228699	3.14e-01	2.87e-01	1.26	PRDM10	PR/SET domain 10
A_23_P379142	3.14e-01	2.87e-01	1.26	ZNF626	zinc finger protein 626
A_32_P63013	3.14e-01	2.87e-01	1.26	MIR4697HG	MIR4697 host gene
A_24_P78161	3.14e-01	2.87e-01	1.26	PLAA	phospholipase A2 activating protein
A_23_P209464	3.14e-01	2.87e-01	1.26	CSRNP3	cysteine and serine rich nuclear protein 3
A_23_P209227	3.14e-01	2.87e-01	1.26	CACNB4	calcium voltage-gated channel auxiliary subunit beta 4
A_23_P13202	3.14e-01	2.87e-01	1.26		
A_23_P431890	3.14e-01	2.87e-01	1.26	DNAJC19	DnaJ heat shock protein family (Hsp40) member C19
A_23_P78554	3.14e-01	2.87e-01	1.26	FBXL12	F-box and leucine rich repeat protein 12
A_23_P83073	3.14e-01	2.87e-01	1.26	MFSD14B	major facilitator superfamily domain containing 14B
A_23_P254797	3.14e-01	2.87e-01	1.26	BPIFB2	BPI fold containing family B member 2
A_32_P127368	3.14e-01	2.87e-01	1.26		
A_32_P94122	3.14e-01	2.87e-01	1.26		
A_24_P174613	3.14e-01	2.88e-01	1.26	FBXW7	F-box and WD repeat domain containing 7
A_23_P86504	3.14e-01	2.88e-01	1.26	C10orf76	chromosome 10 open reading frame 76
A_24_P61520	3.14e-01	2.88e-01	1.26	MLH3	mutL homolog 3
A_24_P149395	3.14e-01	2.88e-01	1.26	WIPI2	WD repeat domain, phosphoinositide interacting 2
A_24_P416951	3.14e-01	2.88e-01	1.26	NDUFV3	NADH:ubiquinone oxidoreductase subunit V3
A_23_P354027	3.14e-01	2.88e-01	1.26	KCTD11	potassium channel tetramerization domain containing 11
A_32_P41996	3.14e-01	2.88e-01	1.25		
A_24_P276463	3.14e-01	2.88e-01	1.25	FAM223B	family with sequence similarity 223 member B (non-protein coding)
A_23_P128470	3.14e-01	2.88e-01	1.25	CLEC12A	C-type lectin domain family 12 member A
A_23_P120566	3.15e-01	2.88e-01	1.25	RRBP1	ribosome binding protein 1
A_24_P687372	3.15e-01	2.89e-01	1.25	PTPN9	protein tyrosine phosphatase, non-receptor type 9
A_24_P303688	3.15e-01	2.89e-01	1.25		
A_32_P300427	3.15e-01	2.89e-01	1.25	APCDD1L	APC down-regulated 1 like
A_32_P132356	3.15e-01	2.89e-01	1.25		
A_24_P401656	3.15e-01	2.89e-01	1.25	PPIH	peptidylprolyl isomerase H
A_32_P26464	3.15e-01	2.89e-01	1.25	UMODL1-AS1	UMODL1 antisense RNA 1
A_32_P218493	3.15e-01	2.89e-01	1.25		
A_24_P722292	3.15e-01	2.89e-01	1.25		
A_24_P60972	3.15e-01	2.89e-01	1.25	TSTD2	thiosulfate sulfurtransferase like domain containing 2
A_23_P27450	3.16e-01	2.89e-01	1.25	APOC4	apolipoprotein C4
A_32_P131870	3.16e-01	2.89e-01	1.25		
A_23_P317105	3.16e-01	2.89e-01	1.25	AKAP10	A-kinase anchoring protein 10
A_32_P105549	3.16e-01	2.89e-01	1.25		
A_32_P107752	3.16e-01	2.89e-01	1.25		
A_23_P165239	3.16e-01	2.90e-01	1.25	ZNF208	zinc finger protein 208
A_23_P116286	3.16e-01	2.90e-01	1.25	AMPD3	adenosine monophosphate deaminase 3
A_32_P2392	3.16e-01	2.90e-01	1.25	GOLGA8A	golgin A8 family member A
A_23_P405049	3.16e-01	2.90e-01	1.25	PTPRJ	protein tyrosine phosphatase, receptor type J
A_24_P242581	3.16e-01	2.90e-01	1.25	SLC5A9	solute carrier family 5 member 9
A_32_P24581	3.16e-01	2.90e-01	1.25	RPS27A	ribosomal protein S27a
A_32_P194372	3.17e-01	2.90e-01	1.25		
A_24_P211064	3.17e-01	2.90e-01	1.25	TWSG1	twisted gastrulation BMP signaling modulator 1
A_23_P49759	3.17e-01	2.90e-01	1.25	CCL1	C-C motif chemokine ligand 1
A_23_P15073	3.17e-01	2.90e-01	1.25	JMJD8	jumonji domain containing 8
A_24_P639505	3.17e-01	2.90e-01	1.25	STX6	syntaxin 6
A_24_P290737	3.17e-01	2.91e-01	1.24		
A_23_P142407	3.17e-01	2.91e-01	1.24	ZNF101	zinc finger protein 101
A_24_P923353	3.17e-01	2.91e-01	1.24	ALDH5A1	aldehyde dehydrogenase 5 family member A1
A_23_P9869	3.17e-01	2.91e-01	1.24	CNDP1	carnosine dipeptidase 1
A_23_P69791	3.17e-01	2.91e-01	1.24	AP1AR	adaptor related protein complex 1 associated regulatory protein
A_23_P208293	3.17e-01	2.91e-01	1.24	NECTIN2	nectin cell adhesion molecule 2
A_23_P161280	3.18e-01	2.91e-01	1.24	SPOCK2	sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 2
A_32_P223747	3.18e-01	2.91e-01	1.24		
A_23_P63696	3.18e-01	2.91e-01	1.24	MRPL43	mitochondrial ribosomal protein L43
A_23_P253281	3.18e-01	2.92e-01	1.24	TBC1D8	TBC1 domain family member 8
A_23_P252936	3.18e-01	2.92e-01	1.24	SLC9A8	solute carrier family 9 member A8
A_23_P256084	3.18e-01	2.92e-01	1.24	ARSE	arylsulfatase E (chondrodysplasia punctata 1)
A_32_P202597	3.18e-01	2.92e-01	1.24		
A_24_P371053	3.18e-01	2.92e-01	1.24	ORMDL1	ORMDL sphingolipid biosynthesis regulator 1
A_23_P250444	3.19e-01	2.92e-01	1.24	GJB1	gap junction protein beta 1
A_23_P345118	3.19e-01	2.93e-01	1.24	PIM1	Pim-1 proto-oncogene, serine/threonine kinase
A_23_P53057	3.19e-01	2.93e-01	1.24	ZNF215	zinc finger protein 215
A_23_P372255	3.19e-01	2.93e-01	1.24	ITPKB	inositol-trisphosphate 3-kinase B
A_23_P121106	3.20e-01	2.93e-01	1.24	HESX1	HESX homeobox 1
A_23_P16197	3.20e-01	2.93e-01	1.23	CCDC106	coiled-coil domain containing 106
A_32_P70983	3.20e-01	2.94e-01	1.23		
A_24_P181149	3.20e-01	2.94e-01	1.23	BBS10	Bardet-Biedl syndrome 10
A_23_P377004	3.20e-01	2.94e-01	1.23	SNHG20	small nucleolar RNA host gene 20
A_23_P67072	3.20e-01	2.94e-01	1.23	ZNF615	zinc finger protein 615
A_24_P153035	3.20e-01	2.94e-01	1.23		
A_32_P233211	3.21e-01	2.94e-01	1.23		
A_23_P208706	3.21e-01	2.94e-01	1.23	BAX	BCL2 associated X, apoptosis regulator
A_23_P141005	3.21e-01	2.94e-01	1.23	AMFR	autocrine motility factor receptor
A_24_P116535	3.21e-01	2.94e-01	1.23	MMP15	matrix metallopeptidase 15
A_23_P400406	3.21e-01	2.95e-01	1.23	SOWAHA	sosondowah ankyrin repeat domain family member A
