ID	adj.P.Val	P.Value	F	Gene.symbol	Gene.title
236265_at	9.46e-01	9.07e-01	9.76e-02	SP4	Sp4 transcription factor
1561795_at	9.46e-01	9.07e-01	9.75e-02	LINC01393	long intergenic non-protein coding RNA 1393
221301_at	9.46e-01	9.07e-01	9.75e-02	VWA7	von Willebrand factor A domain containing 7
241700_at	9.46e-01	9.07e-01	9.74e-02	ZFHX4	zinc finger homeobox 4
202871_at	9.46e-01	9.07e-01	9.73e-02	TRAF4	TNF receptor associated factor 4
226895_at	9.46e-01	9.07e-01	9.73e-02	NFIC	nuclear factor I C
206465_at	9.46e-01	9.07e-01	9.73e-02	ACSBG1	acyl-CoA synthetase bubblegum family member 1
230665_at	9.46e-01	9.08e-01	9.73e-02	GUCY1A2	guanylate cyclase 1 soluble subunit alpha 2
224589_at	9.46e-01	9.08e-01	9.73e-02	XIST	X inactive specific transcript (non-protein coding)
1561006_at	9.46e-01	9.08e-01	9.73e-02		
228612_at	9.46e-01	9.08e-01	9.73e-02	RAB30-AS1	RAB30 antisense RNA 1 (head to head)
233154_at	9.46e-01	9.08e-01	9.73e-02		
224354_at	9.46e-01	9.08e-01	9.72e-02		
224121_x_at	9.46e-01	9.08e-01	9.72e-02	PLEKHB2	pleckstrin homology domain containing B2
236633_at	9.46e-01	9.08e-01	9.71e-02	GTPBP10	GTP binding protein 10
1552538_a_at	9.46e-01	9.08e-01	9.71e-02	KIF6	kinesin family member 6
223822_at	9.46e-01	9.08e-01	9.71e-02	SUSD4	sushi domain containing 4
204807_at	9.46e-01	9.08e-01	9.70e-02	TMEM5	transmembrane protein 5
232152_at	9.46e-01	9.08e-01	9.70e-02	CEP57L1	centrosomal protein 57 like 1
244096_at	9.46e-01	9.08e-01	9.69e-02		
237661_at	9.46e-01	9.08e-01	9.69e-02		
208564_at	9.46e-01	9.08e-01	9.69e-02	KCNA2	potassium voltage-gated channel subfamily A member 2
215090_x_at	9.46e-01	9.08e-01	9.68e-02	LOC440434	aminopeptidase puromycin sensitive pseudogene
204278_s_at	9.46e-01	9.08e-01	9.68e-02	EBAG9	estrogen receptor binding site associated, antigen, 9
224285_at	9.46e-01	9.08e-01	9.68e-02	GPR174	G protein-coupled receptor 174
219625_s_at	9.46e-01	9.08e-01	9.67e-02	COL4A3BP	collagen type IV alpha 3 binding protein
213854_at	9.46e-01	9.08e-01	9.67e-02	SYNGR1	synaptogyrin 1
1555868_at	9.46e-01	9.08e-01	9.67e-02	LOC100507477	uncharacterized LOC100507477
207298_at	9.46e-01	9.08e-01	9.67e-02	SLC17A3	solute carrier family 17 member 3
1563643_at	9.46e-01	9.08e-01	9.67e-02		
1566866_at	9.46e-01	9.08e-01	9.67e-02		
240588_at	9.46e-01	9.08e-01	9.67e-02		
241351_at	9.46e-01	9.08e-01	9.66e-02		
203243_s_at	9.46e-01	9.08e-01	9.66e-02	PDLIM5	PDZ and LIM domain 5
215928_at	9.46e-01	9.08e-01	9.65e-02		
241331_at	9.46e-01	9.08e-01	9.65e-02	SKAP2	src kinase associated phosphoprotein 2
231575_at	9.46e-01	9.08e-01	9.65e-02	EGR4	early growth response 4
1566248_at	9.46e-01	9.08e-01	9.65e-02		
224893_at	9.46e-01	9.08e-01	9.65e-02	ATL3	atlastin GTPase 3
234846_at	9.46e-01	9.08e-01	9.64e-02	LOC100130370	uncharacterized LOC100130370
215817_at	9.46e-01	9.08e-01	9.64e-02	SERPINB13	serpin family B member 13
210655_s_at	9.46e-01	9.08e-01	9.63e-02	FOXO3B///FOXO3	forkhead box O3B pseudogene///forkhead box O3
229490_s_at	9.46e-01	9.08e-01	9.62e-02		
242981_at	9.46e-01	9.09e-01	9.61e-02		
220965_s_at	9.46e-01	9.09e-01	9.61e-02	RSPH6A	radial spoke head 6 homolog A
1559902_at	9.47e-01	9.09e-01	9.58e-02	MKL1	megakaryoblastic leukemia (translocation) 1
220973_s_at	9.47e-01	9.09e-01	9.58e-02	SHARPIN	SHANK associated RH domain interactor
223348_x_at	9.47e-01	9.09e-01	9.57e-02	MUM1	melanoma associated antigen (mutated) 1
1569065_s_at	9.47e-01	9.09e-01	9.57e-02	C15orf62	chromosome 15 open reading frame 62
208900_s_at	9.47e-01	9.09e-01	9.56e-02	TOP1	topoisomerase (DNA) I
223689_at	9.47e-01	9.09e-01	9.55e-02	IGF2BP1	insulin like growth factor 2 mRNA binding protein 1
220943_s_at	9.47e-01	9.09e-01	9.54e-02	NDUFAF7	NADH:ubiquinone oxidoreductase complex assembly factor 7
232013_at	9.47e-01	9.09e-01	9.54e-02	ERCC6L2	ERCC excision repair 6 like 2
235943_at	9.47e-01	9.09e-01	9.54e-02		
243540_at	9.47e-01	9.09e-01	9.54e-02		
1564430_at	9.47e-01	9.09e-01	9.54e-02		
1566476_at	9.47e-01	9.09e-01	9.53e-02		
212883_at	9.47e-01	9.09e-01	9.53e-02		
215289_at	9.47e-01	9.09e-01	9.53e-02	ZNF749	zinc finger protein 749
1554093_a_at	9.47e-01	9.09e-01	9.53e-02	SNAPC5	small nuclear RNA activating complex polypeptide 5
228720_at	9.47e-01	9.09e-01	9.52e-02	SORCS2	sortilin related VPS10 domain containing receptor 2
221743_at	9.47e-01	9.09e-01	9.51e-02	CELF1	CUGBP, Elav-like family member 1
1558544_at	9.47e-01	9.10e-01	9.51e-02	FAAP20	Fanconi anemia core complex associated protein 20
236859_at	9.47e-01	9.10e-01	9.51e-02	RUNX2	runt related transcription factor 2
208251_at	9.47e-01	9.10e-01	9.50e-02	KCNC4	potassium voltage-gated channel subfamily C member 4
1559966_a_at	9.47e-01	9.10e-01	9.49e-02	ZFHX4-AS1	ZFHX4 antisense RNA 1
217163_at	9.47e-01	9.10e-01	9.48e-02	ESR1	estrogen receptor 1
228252_at	9.47e-01	9.10e-01	9.47e-02	PIF1	PIF1 5'-to-3' DNA helicase
223075_s_at	9.47e-01	9.10e-01	9.47e-02	AIF1L	allograft inflammatory factor 1 like
1554327_a_at	9.47e-01	9.10e-01	9.47e-02	CANT1	calcium activated nucleotidase 1
201611_s_at	9.47e-01	9.10e-01	9.47e-02	ICMT	isoprenylcysteine carboxyl methyltransferase
217634_at	9.47e-01	9.10e-01	9.46e-02	SVIL	supervillin
224849_at	9.47e-01	9.10e-01	9.46e-02	TTC17	tetratricopeptide repeat domain 17
221733_s_at	9.47e-01	9.10e-01	9.46e-02	GPATCH4	G-patch domain containing 4
212812_at	9.47e-01	9.10e-01	9.46e-02	SERINC5	serine incorporator 5
231295_at	9.47e-01	9.10e-01	9.45e-02	ME3	malic enzyme 3
240831_at	9.47e-01	9.10e-01	9.44e-02		
238769_at	9.47e-01	9.10e-01	9.44e-02		
210385_s_at	9.47e-01	9.10e-01	9.44e-02	ERAP1	endoplasmic reticulum aminopeptidase 1
221371_at	9.47e-01	9.10e-01	9.44e-02	TNFSF18	tumor necrosis factor superfamily member 18
206029_at	9.47e-01	9.10e-01	9.44e-02	ANKRD1	ankyrin repeat domain 1
231905_at	9.47e-01	9.10e-01	9.43e-02	C20orf96	chromosome 20 open reading frame 96
239009_at	9.47e-01	9.10e-01	9.43e-02	KIAA0754	KIAA0754
AFFX-LysX-M_at	9.47e-01	9.10e-01	9.42e-02		
238467_at	9.47e-01	9.10e-01	9.42e-02	DYNLL2	dynein light chain LC8-type 2
226707_at	9.47e-01	9.10e-01	9.42e-02	NAPRT	nicotinate phosphoribosyltransferase
1567100_at	9.47e-01	9.10e-01	9.41e-02		
239525_at	9.47e-01	9.10e-01	9.41e-02	CTTNBP2NL	CTTNBP2 N-terminal like
216772_at	9.47e-01	9.10e-01	9.41e-02	LOC101926997	uncharacterized LOC101926997
239388_at	9.47e-01	9.10e-01	9.41e-02	RNASET2	ribonuclease T2
1553590_at	9.47e-01	9.10e-01	9.40e-02	FAM27E2///FAM27E3	family with sequence similarity 27 member E2///family with sequence similarity 27 member E3
203583_at	9.48e-01	9.11e-01	9.39e-02	UNC50	unc-50 inner nuclear membrane RNA binding protein
238809_at	9.48e-01	9.11e-01	9.37e-02	C5orf51	chromosome 5 open reading frame 51
1560198_at	9.48e-01	9.11e-01	9.36e-02	LINC00523	long intergenic non-protein coding RNA 523
201124_at	9.48e-01	9.11e-01	9.35e-02	ITGB5	integrin subunit beta 5
214546_s_at	9.48e-01	9.11e-01	9.34e-02	PPAN-P2RY11///P2RY11	PPAN-P2RY11 readthrough///purinergic receptor P2Y11
1569663_at	9.48e-01	9.11e-01	9.34e-02		
237001_at	9.48e-01	9.11e-01	9.33e-02		
243779_at	9.48e-01	9.11e-01	9.32e-02	GALNT13	polypeptide N-acetylgalactosaminyltransferase 13
1561668_at	9.48e-01	9.11e-01	9.32e-02		
243255_at	9.48e-01	9.11e-01	9.32e-02		
216596_at	9.48e-01	9.11e-01	9.32e-02	DKFZP434L187	uncharacterized LOC26082
221622_s_at	9.48e-01	9.11e-01	9.32e-02	TMEM126B	transmembrane protein 126B
1560161_at	9.48e-01	9.11e-01	9.30e-02		
1560868_s_at	9.48e-01	9.12e-01	9.29e-02		
232701_at	9.48e-01	9.12e-01	9.28e-02		
1560435_at	9.48e-01	9.12e-01	9.28e-02		
234577_at	9.48e-01	9.12e-01	9.28e-02		
1554583_a_at	9.48e-01	9.12e-01	9.27e-02	ETFBKMT	electron transfer flavoprotein beta subunit lysine methyltransferase
219794_at	9.48e-01	9.12e-01	9.27e-02	VPS53	VPS53, GARP complex subunit
228289_at	9.48e-01	9.12e-01	9.27e-02	BRD7	bromodomain containing 7
1554579_a_at	9.48e-01	9.12e-01	9.27e-02	MYO18B	myosin XVIIIB
214884_at	9.48e-01	9.12e-01	9.26e-02	MCF2	MCF.2 cell line derived transforming sequence
230958_s_at	9.48e-01	9.12e-01	9.25e-02		
213602_s_at	9.48e-01	9.12e-01	9.25e-02		
237292_at	9.48e-01	9.12e-01	9.24e-02	DPYSL3	dihydropyrimidinase like 3
1560725_at	9.48e-01	9.12e-01	9.24e-02	IL12A-AS1	IL12A antisense RNA 1
217723_x_at	9.49e-01	9.12e-01	9.23e-02	RPS12	ribosomal protein S12
219106_s_at	9.49e-01	9.12e-01	9.23e-02	KLHL41	kelch like family member 41
1561532_at	9.49e-01	9.12e-01	9.22e-02	DACT3-AS1	DACT3 antisense RNA 1
1562460_at	9.49e-01	9.12e-01	9.22e-02	CNDP2	CNDP dipeptidase 2 (metallopeptidase M20 family)
231950_at	9.49e-01	9.12e-01	9.22e-02	ZNF658	zinc finger protein 658
1561401_at	9.49e-01	9.12e-01	9.21e-02	LOC285627	uncharacterized LOC285627
205626_s_at	9.49e-01	9.12e-01	9.21e-02	CALB1	calbindin 1
234727_at	9.49e-01	9.12e-01	9.21e-02	DNAH7	dynein axonemal heavy chain 7
207230_at	9.49e-01	9.12e-01	9.20e-02	CDON	cell adhesion associated, oncogene regulated
217621_at	9.49e-01	9.12e-01	9.20e-02	SLC6A2	solute carrier family 6 member 2
230324_at	9.49e-01	9.12e-01	9.19e-02		
35160_at	9.49e-01	9.13e-01	9.16e-02	LDB1	LIM domain binding 1
240557_at	9.49e-01	9.13e-01	9.16e-02	TSC22D2	TSC22 domain family member 2
232821_at	9.49e-01	9.13e-01	9.15e-02	GTSF1L	gametocyte specific factor 1 like
220933_s_at	9.49e-01	9.13e-01	9.15e-02	ZCCHC6	zinc finger CCHC-type containing 6
210398_x_at	9.49e-01	9.13e-01	9.15e-02	FUT6	fucosyltransferase 6
221498_at	9.49e-01	9.13e-01	9.14e-02	SNX27	sorting nexin family member 27
227096_at	9.49e-01	9.13e-01	9.14e-02	JOSD2	Josephin domain containing 2
230127_at	9.49e-01	9.13e-01	9.14e-02		
1558556_at	9.49e-01	9.13e-01	9.14e-02	CAMK1	calcium/calmodulin dependent protein kinase I
208604_s_at	9.49e-01	9.13e-01	9.12e-02	HOXA3	homeobox A3
1561543_at	9.49e-01	9.13e-01	9.12e-02		
244604_at	9.49e-01	9.13e-01	9.12e-02		
217473_x_at	9.49e-01	9.13e-01	9.11e-02	SLC11A1	solute carrier family 11 member 1
242213_at	9.49e-01	9.13e-01	9.11e-02		
243746_at	9.49e-01	9.13e-01	9.10e-02	IGHMBP2	immunoglobulin mu binding protein 2
205075_at	9.49e-01	9.13e-01	9.10e-02	SERPINF2	serpin family F member 2
1556161_a_at	9.49e-01	9.13e-01	9.10e-02	LOC105379178	uncharacterized LOC105379178
226054_at	9.49e-01	9.13e-01	9.09e-02	BRD4	bromodomain containing 4
207371_at	9.49e-01	9.13e-01	9.09e-02		
215189_at	9.49e-01	9.13e-01	9.09e-02	LOC100509764///KRT86	uncharacterized LOC100509764///keratin 86
208220_x_at	9.49e-01	9.13e-01	9.08e-02	AMELY	amelogenin, Y-linked
229508_at	9.49e-01	9.13e-01	9.08e-02	U2AF2	U2 small nuclear RNA auxiliary factor 2
215115_x_at	9.49e-01	9.13e-01	9.08e-02	NTRK3	neurotrophic receptor tyrosine kinase 3
1569421_at	9.49e-01	9.13e-01	9.07e-02	CLDN4	claudin 4
1568673_s_at	9.49e-01	9.14e-01	9.07e-02	EAF2	ELL associated factor 2
233609_at	9.50e-01	9.14e-01	9.06e-02	PTPRK	protein tyrosine phosphatase, receptor type K
1553826_a_at	9.50e-01	9.14e-01	9.04e-02	PRR35	proline rich 35
212630_at	9.50e-01	9.14e-01	9.04e-02	EXOC3	exocyst complex component 3
215317_at	9.50e-01	9.14e-01	9.02e-02		
239577_at	9.50e-01	9.14e-01	9.02e-02		
227453_at	9.50e-01	9.14e-01	9.01e-02	UNC13A	unc-13 homolog A
208670_s_at	9.50e-01	9.14e-01	9.01e-02	EID1	EP300 interacting inhibitor of differentiation 1
220084_at	9.50e-01	9.14e-01	9.01e-02	C14orf105	chromosome 14 open reading frame 105
1553537_at	9.50e-01	9.14e-01	9.00e-02	KRT73	keratin 73
210858_x_at	9.50e-01	9.14e-01	9.00e-02	ATM	ATM serine/threonine kinase
236873_at	9.50e-01	9.14e-01	9.00e-02		
220456_at	9.50e-01	9.14e-01	9.00e-02	SPTLC3	serine palmitoyltransferase long chain base subunit 3
1553540_a_at	9.50e-01	9.14e-01	8.99e-02	SLC29A2	solute carrier family 29 member 2
1553757_at	9.50e-01	9.14e-01	8.99e-02	IQCG	IQ motif containing G
242175_at	9.50e-01	9.14e-01	8.99e-02		
244330_at	9.50e-01	9.14e-01	8.98e-02		
1569793_at	9.50e-01	9.14e-01	8.98e-02	LOC101929372	uncharacterized LOC101929372
1563149_at	9.50e-01	9.14e-01	8.98e-02		
1560748_at	9.50e-01	9.14e-01	8.98e-02		
230558_at	9.50e-01	9.14e-01	8.98e-02	KNDC1	kinase non-catalytic C-lobe domain containing 1
1559091_s_at	9.50e-01	9.14e-01	8.96e-02	FGD2	FYVE, RhoGEF and PH domain containing 2
206446_s_at	9.50e-01	9.14e-01	8.96e-02	CELA2A///CELA2B	chymotrypsin like elastase family member 2A///chymotrypsin like elastase family member 2B
1557706_at	9.50e-01	9.15e-01	8.96e-02	ZHX2	zinc fingers and homeoboxes 2
231740_at	9.50e-01	9.15e-01	8.96e-02	KCNJ11	potassium voltage-gated channel subfamily J member 11
1552552_s_at	9.50e-01	9.15e-01	8.95e-02	CLEC4C	C-type lectin domain family 4 member C
1570125_at	9.50e-01	9.15e-01	8.95e-02	GHET1	gastric carcinoma proliferation enhancing transcript 1
226678_at	9.50e-01	9.15e-01	8.94e-02	UNC13D	unc-13 homolog D
244210_at	9.50e-01	9.15e-01	8.94e-02		
217811_at	9.50e-01	9.15e-01	8.93e-02	SELT	selenoprotein T
219719_at	9.50e-01	9.15e-01	8.93e-02	HIGD1B	HIG1 hypoxia inducible domain family member 1B
216487_at	9.50e-01	9.15e-01	8.93e-02		
225111_s_at	9.50e-01	9.15e-01	8.93e-02	NAPB	NSF attachment protein beta
217847_s_at	9.50e-01	9.15e-01	8.92e-02	THRAP3	thyroid hormone receptor associated protein 3
237760_at	9.50e-01	9.15e-01	8.92e-02	LINC01364	long intergenic non-protein coding RNA 1364
1566218_at	9.50e-01	9.15e-01	8.92e-02	KRTAP5-2	keratin associated protein 5-2
238585_at	9.50e-01	9.15e-01	8.91e-02	GTDC1	glycosyltransferase like domain containing 1
210536_s_at	9.50e-01	9.15e-01	8.91e-02	SPAM1	sperm adhesion molecule 1
229981_at	9.50e-01	9.15e-01	8.91e-02	SNX5	sorting nexin 5
234371_at	9.50e-01	9.15e-01	8.90e-02		
243881_at	9.50e-01	9.15e-01	8.89e-02	SHC3	SHC adaptor protein 3
237391_at	9.50e-01	9.15e-01	8.89e-02		
1563886_at	9.50e-01	9.15e-01	8.89e-02		
230390_at	9.50e-01	9.15e-01	8.89e-02	LOC101928222	uncharacterized LOC101928222
231638_at	9.50e-01	9.15e-01	8.89e-02	PRSS30P	protease, serine, 30 pseudogene
234945_at	9.50e-01	9.15e-01	8.89e-02	MTFR2	mitochondrial fission regulator 2
234005_x_at	9.50e-01	9.15e-01	8.88e-02	STK36	serine/threonine kinase 36
220781_at	9.50e-01	9.15e-01	8.88e-02	DEC1	deleted in esophageal cancer 1
1561313_at	9.50e-01	9.15e-01	8.88e-02		
242784_at	9.50e-01	9.15e-01	8.87e-02		
1562606_a_at	9.50e-01	9.15e-01	8.86e-02	LOC440028	uncharacterized LOC440028
227954_at	9.51e-01	9.15e-01	8.86e-02	ITPRIPL2	inositol 1,4,5-trisphosphate receptor interacting protein like 2
243855_at	9.51e-01	9.15e-01	8.85e-02		
237420_at	9.51e-01	9.15e-01	8.85e-02	ODF2L	outer dense fiber of sperm tails 2 like
211810_s_at	9.51e-01	9.16e-01	8.85e-02	GALC	galactosylceramidase
224887_at	9.51e-01	9.16e-01	8.84e-02	GNPTG	N-acetylglucosamine-1-phosphate transferase gamma subunit
227808_at	9.51e-01	9.16e-01	8.84e-02	DNAJC15	DnaJ heat shock protein family (Hsp40) member C15
1557371_a_at	9.51e-01	9.16e-01	8.83e-02	LINC00961	long intergenic non-protein coding RNA 961
218905_at	9.51e-01	9.16e-01	8.83e-02	INTS8	integrator complex subunit 8
235196_at	9.51e-01	9.16e-01	8.83e-02	CDC73	cell division cycle 73
226548_at	9.51e-01	9.16e-01	8.83e-02	SBK1	SH3 domain binding kinase 1
226453_at	9.51e-01	9.16e-01	8.82e-02	RNASEH2C	ribonuclease H2 subunit C
212932_at	9.51e-01	9.16e-01	8.81e-02	RAB3GAP1	RAB3 GTPase activating protein catalytic subunit 1
241766_at	9.51e-01	9.16e-01	8.81e-02	LOC100509303	uncharacterized LOC100509303
233444_at	9.51e-01	9.16e-01	8.79e-02	LOC101927620	uncharacterized LOC101927620
206595_at	9.51e-01	9.16e-01	8.78e-02	CST6	cystatin E/M
208606_s_at	9.51e-01	9.16e-01	8.78e-02	WNT4	Wnt family member 4
207473_at	9.51e-01	9.16e-01	8.77e-02	MLN	motilin
224466_s_at	9.51e-01	9.16e-01	8.77e-02	MAFG	MAF bZIP transcription factor G
233620_at	9.51e-01	9.16e-01	8.76e-02	ARHGEF12	Rho guanine nucleotide exchange factor 12
1562490_at	9.51e-01	9.16e-01	8.76e-02	THEM5	thioesterase superfamily member 5
222001_x_at	9.51e-01	9.16e-01	8.76e-02	LINC00623///LINC00869	long intergenic non-protein coding RNA 623///long intergenic non-protein coding RNA 869
230842_at	9.51e-01	9.16e-01	8.76e-02		
242726_at	9.51e-01	9.16e-01	8.75e-02		
240024_at	9.51e-01	9.16e-01	8.74e-02	SEC14L2	SEC14 like lipid binding 2
240714_at	9.51e-01	9.16e-01	8.74e-02		
1569971_at	9.51e-01	9.17e-01	8.74e-02	LOC100288721	uncharacterized LOC100288721
214445_at	9.51e-01	9.17e-01	8.73e-02	ELL2	elongation factor for RNA polymerase II 2
1555225_at	9.51e-01	9.17e-01	8.73e-02	C1orf43	chromosome 1 open reading frame 43
234035_at	9.51e-01	9.17e-01	8.73e-02	HNRNPM	heterogeneous nuclear ribonucleoprotein M
221076_at	9.51e-01	9.17e-01	8.72e-02	PELO	pelota homolog (Drosophila)
240925_at	9.51e-01	9.17e-01	8.72e-02		
222674_at	9.51e-01	9.17e-01	8.71e-02	SPOUT1	SPOUT domain containing methyltransferase 1
234736_at	9.51e-01	9.17e-01	8.71e-02	JPH3	junctophilin 3
1556216_s_at	9.51e-01	9.17e-01	8.70e-02		
1553607_at	9.51e-01	9.17e-01	8.70e-02	GRIK1-AS2///LINC00189///BACH1	GRIK1 antisense RNA 2///long intergenic non-protein coding RNA 189///BTB domain and CNC homolog 1
225107_at	9.51e-01	9.17e-01	8.70e-02	HNRNPA2B1	heterogeneous nuclear ribonucleoprotein A2/B1
1560895_at	9.51e-01	9.17e-01	8.70e-02	LOC645188	uncharacterized LOC645188
241501_at	9.51e-01	9.17e-01	8.70e-02		
1558116_x_at	9.51e-01	9.17e-01	8.69e-02	RECK	reversion inducing cysteine rich protein with kazal motifs
230062_at	9.51e-01	9.17e-01	8.68e-02	RIMBP3B///RIMBP3C///RIMBP3	RIMS binding protein 3B///RIMS binding protein 3C///RIMS binding protein 3
202634_at	9.52e-01	9.17e-01	8.68e-02	POLR2K	RNA polymerase II subunit K
205948_at	9.52e-01	9.17e-01	8.67e-02	PTPRT	protein tyrosine phosphatase, receptor type T
1552991_at	9.52e-01	9.17e-01	8.66e-02	OR5P2	olfactory receptor family 5 subfamily P member 2
203242_s_at	9.52e-01	9.17e-01	8.66e-02	PDLIM5	PDZ and LIM domain 5
238046_x_at	9.52e-01	9.17e-01	8.66e-02	PWWP2B	PWWP domain containing 2B
225919_s_at	9.52e-01	9.17e-01	8.66e-02	C9orf72	chromosome 9 open reading frame 72
214133_at	9.52e-01	9.17e-01	8.65e-02	MUC6	mucin 6, oligomeric mucus/gel-forming
210954_s_at	9.52e-01	9.17e-01	8.65e-02	TSC22D2	TSC22 domain family member 2
212969_x_at	9.52e-01	9.18e-01	8.63e-02	EML3	echinoderm microtubule associated protein like 3
231519_at	9.52e-01	9.18e-01	8.63e-02		
1566272_at	9.52e-01	9.18e-01	8.63e-02	RALGAPA1	Ral GTPase activating protein catalytic alpha subunit 1
208348_s_at	9.52e-01	9.18e-01	8.62e-02	CBLB	Cbl proto-oncogene B
233936_s_at	9.52e-01	9.18e-01	8.62e-02	GGNBP2	gametogenetin binding protein 2
202106_at	9.52e-01	9.18e-01	8.62e-02	GOLGA3	golgin A3
203999_at	9.52e-01	9.18e-01	8.61e-02	SYT1	synaptotagmin 1
211361_s_at	9.52e-01	9.18e-01	8.59e-02	SERPINB13	serpin family B member 13
1561595_x_at	9.52e-01	9.18e-01	8.59e-02	LOC101928238	uncharacterized LOC101928238
1559970_at	9.52e-01	9.18e-01	8.58e-02	LOC100506731	uncharacterized LOC100506731
234034_at	9.52e-01	9.18e-01	8.58e-02		
242444_at	9.52e-01	9.18e-01	8.57e-02	C1QTNF6	C1q and tumor necrosis factor related protein 6
219541_at	9.52e-01	9.18e-01	8.56e-02	LIME1	Lck interacting transmembrane adaptor 1
241188_at	9.52e-01	9.18e-01	8.56e-02		
230250_at	9.52e-01	9.18e-01	8.56e-02	PTPRB	protein tyrosine phosphatase, receptor type B
220139_at	9.52e-01	9.18e-01	8.56e-02	DNMT3L	DNA methyltransferase 3 like
226941_at	9.52e-01	9.18e-01	8.55e-02	ATF6	activating transcription factor 6
213526_s_at	9.52e-01	9.18e-01	8.55e-02	LIN37	lin-37 DREAM MuvB core complex component
216879_at	9.52e-01	9.18e-01	8.55e-02		
217005_at	9.52e-01	9.18e-01	8.54e-02	LDLR	low density lipoprotein receptor
1568932_at	9.52e-01	9.18e-01	8.54e-02		
1557223_at	9.52e-01	9.18e-01	8.54e-02	RBPMS	RNA binding protein with multiple splicing
216043_x_at	9.52e-01	9.18e-01	8.53e-02		
220648_at	9.52e-01	9.18e-01	8.53e-02	ADARB2	adenosine deaminase, RNA specific B2 (inactive)
212697_at	9.52e-01	9.18e-01	8.53e-02	FAM134C	family with sequence similarity 134 member C
237245_at	9.52e-01	9.18e-01	8.52e-02	BUB3	BUB3, mitotic checkpoint protein
217278_x_at	9.52e-01	9.19e-01	8.51e-02		
1554825_at	9.52e-01	9.19e-01	8.51e-02		
220972_s_at	9.53e-01	9.19e-01	8.50e-02	KRTAP9-9	keratin associated protein 9-9
219939_s_at	9.53e-01	9.19e-01	8.49e-02	CSDE1	cold shock domain containing E1
236846_at	9.53e-01	9.19e-01	8.49e-02	MIR646HG	MIR646 host gene
207204_at	9.53e-01	9.19e-01	8.48e-02	FSCN2	fascin actin-bundling protein 2, retinal
233715_at	9.53e-01	9.19e-01	8.48e-02		
213571_s_at	9.53e-01	9.19e-01	8.47e-02	EIF4E2	eukaryotic translation initiation factor 4E family member 2
220093_at	9.53e-01	9.19e-01	8.47e-02	ANTXR1	anthrax toxin receptor 1
1569995_at	9.53e-01	9.19e-01	8.47e-02	MGAT4D	MGAT4 family member D
230478_at	9.53e-01	9.19e-01	8.47e-02	OIT3	oncoprotein induced transcript 3
236898_at	9.53e-01	9.19e-01	8.46e-02		
218082_s_at	9.53e-01	9.19e-01	8.46e-02	UBP1	upstream binding protein 1 (LBP-1a)
233342_at	9.53e-01	9.19e-01	8.46e-02	LOC100134040	uncharacterized LOC100134040
1558965_at	9.53e-01	9.19e-01	8.46e-02	PHF21A	PHD finger protein 21A
219605_at	9.53e-01	9.19e-01	8.46e-02	ZNF3	zinc finger protein 3
237902_at	9.53e-01	9.19e-01	8.46e-02		
203315_at	9.53e-01	9.19e-01	8.46e-02	NCK2	NCK adaptor protein 2
206677_at	9.53e-01	9.19e-01	8.45e-02	KRT31	keratin 31
215865_at	9.53e-01	9.19e-01	8.44e-02	SYT12	synaptotagmin 12
1570575_at	9.53e-01	9.19e-01	8.44e-02		
220685_at	9.53e-01	9.19e-01	8.44e-02	FAM120C	family with sequence similarity 120C
238409_x_at	9.53e-01	9.19e-01	8.44e-02	OXR1	oxidation resistance 1
201352_at	9.53e-01	9.19e-01	8.44e-02	YME1L1	YME1 like 1 ATPase
234112_at	9.53e-01	9.19e-01	8.44e-02		
203057_s_at	9.53e-01	9.19e-01	8.43e-02	PRDM2	PR/SET domain 2
244865_at	9.53e-01	9.19e-01	8.43e-02	HAX1	HCLS1 associated protein X-1
242538_at	9.53e-01	9.19e-01	8.43e-02		
232332_at	9.53e-01	9.19e-01	8.43e-02	KIAA1210	KIAA1210
242899_at	9.53e-01	9.19e-01	8.42e-02	SESN3	sestrin 3
223719_s_at	9.53e-01	9.19e-01	8.42e-02	RTBDN	retbindin
240788_at	9.53e-01	9.19e-01	8.42e-02		
1568650_a_at	9.53e-01	9.20e-01	8.41e-02	LOC105370943	uncharacterized LOC105370943
220875_at	9.53e-01	9.20e-01	8.40e-02		
1560136_at	9.53e-01	9.20e-01	8.40e-02	ARL5C	ADP ribosylation factor like GTPase 5C
1561239_at	9.53e-01	9.20e-01	8.40e-02		
214498_at	9.53e-01	9.20e-01	8.39e-02	ASIP	agouti signaling protein
236338_at	9.53e-01	9.20e-01	8.39e-02		
227114_at	9.53e-01	9.20e-01	8.39e-02	RNF214	ring finger protein 214
1553450_s_at	9.53e-01	9.20e-01	8.38e-02	LINC00304	long intergenic non-protein coding RNA 304
230190_at	9.53e-01	9.20e-01	8.38e-02	NDFIP2	Nedd4 family interacting protein 2
1565668_at	9.53e-01	9.20e-01	8.38e-02	TUBA1B	tubulin alpha 1b
207142_at	9.53e-01	9.20e-01	8.38e-02	KCNJ3	potassium voltage-gated channel subfamily J member 3
234956_at	9.53e-01	9.20e-01	8.38e-02	LOC93444	uncharacterized LOC93444
1552425_a_at	9.53e-01	9.20e-01	8.37e-02	KLHL10	kelch like family member 10
220522_at	9.53e-01	9.20e-01	8.37e-02	CRB1	crumbs 1, cell polarity complex component
1564318_at	9.53e-01	9.20e-01	8.37e-02	POLR3A	RNA polymerase III subunit A
